0,20000701
1,20000701
2,20000701
3,20000701
4,20000701
5,20000701
6,20000701
7,20000701
8,20000701
9,20000701
10,20000701
11,20000701
12,20000701
13,20000701
14,20000701
15,20000701
16,20000701
17,20000701
18,20000701
19,20000701
20,20000701
21,20000701
22,20000701
23,20000701
24,20000701
25,20000701
26,20000701
27,20000701
28,20000701
29,20000701
30,20000701
31,20000701
32,20000701
33,20000701
34,20000701
35,20000701
36,20000701
37,20000701
38,20000701
39,20000701
40,20000701
41,20000701
42,20000701
43,20000701
44,20000701
45,20000701
46,20000701
47,20000701
48,20000701
49,20000701
50,20000701
51,20000701
52,20000701
53,20000701
54,20000701
55,20000701
56,20000701
57,20000701
58,20000701
59,20000701
60,20000701
61,20000701
62,20000701
63,20000701
64,20000701
65,20000701
66,20000701
67,20000701
68,20000701
69,20000701
70,20000701
71,20000701
72,20000701
73,20000701
74,20000701
75,20000701
76,20000701
77,20000701
78,20000701
79,20000701
80,20000701
81,20000701
82,20000701
83,20000701
84,20000701
85,20000701
86,20000701
87,20000701
88,20000701
89,20000701
90,20000701
91,20000701
92,20000701
93,20000701
94,20000701
95,20000701
96,20000701
97,20000701
98,20000701
99,20000701
100,20000701
101,20000701
102,20000701
103,20000701
104,20000701
105,20000701
106,20000701
107,20000701
108,20000701
109,20000701
110,20000701
111,20000701
112,20000701
113,20000701
114,20000701
115,20000701
116,20000701
117,20000701
118,20000701
119,20000701
120,20000701
121,20000701
122,20000701
123,20000701
124,20000701
125,20000701
126,20000701
127,20000701
128,20000701
129,20000701
130,20000701
131,20000701
132,20000701
133,20000701
134,20000701
135,20000701
136,20000701
137,20000701
138,20000701
139,20000701
140,20000701
141,20000701
142,20000701
143,20000701
144,20000701
145,20000701
146,20000701
147,20000701
148,20000701
149,20000701
150,20000701
151,20000701
152,20000701
153,20000702
154,20000702
155,20000702
156,20000702
157,20000702
158,20000702
159,20000702
160,20000702
161,20000702
162,20000702
163,20000702
164,20000702
165,20000702
166,20000702
167,20000702
168,20000702
169,20000702
170,20000702
171,20000702
172,20000702
173,20000702
174,20000702
175,20000702
176,20000702
177,20000702
178,20000702
179,20000702
180,20000702
181,20000702
182,20000702
183,20000702
184,20000702
185,20000702
186,20000702
187,20000702
188,20000702
189,20000702
190,20000702
191,20000702
192,20000702
193,20000702
194,20000702
195,20000702
196,20000702
197,20000702
198,20000702
199,20000702
200,20000702
201,20000702
202,20000702
203,20000702
204,20000702
205,20000702
206,20000702
207,20000702
208,20000702
209,20000702
210,20000702
211,20000702
212,20000702
213,20000702
214,20000702
215,20000702
216,20000702
217,20000702
218,20000702
219,20000702
220,20000702
221,20000702
222,20000702
223,20000702
224,20000702
225,20000702
226,20000702
227,20000702
228,20000702
229,20000702
230,20000702
231,20000702
232,20000702
233,20000702
234,20000702
235,20000702
236,20000702
237,20000702
238,20000702
239,20000702
240,20000702
241,20000702
242,20000702
243,20000702
244,20000702
245,20000702
246,20000702
247,20000702
248,20000702
249,20000702
250,20000702
251,20000702
252,20000702
253,20000702
254,20000702
255,20000702
256,20000702
257,20000702
258,20000702
259,20000702
260,20000702
261,20000702
262,20000702
263,20000702
264,20000702
265,20000702
266,20000702
267,20000702
268,20000702
269,20000702
270,20000702
271,20000702
272,20000702
273,20000702
274,20000702
275,20000702
276,20000702
277,20000702
278,20000702
279,20000702
280,20000702
281,20000702
282,20000702
283,20000702
284,20000702
285,20000702
286,20000702
287,20000702
288,20000702
289,20000702
290,20000702
291,20000702
292,20000702
293,20000702
294,20000702
295,20000702
296,20000702
297,20000702
298,20000702
299,20000702
300,20000702
301,20000702
302,20000702
303,20000702
304,20000702
305,20000702
306,20000702
307,20000702
308,20000702
309,20000702
310,20000702
311,20000702
312,20000702
313,20000702
314,20000702
315,20000702
316,20000702
317,20000702
318,20000702
319,20000702
320,20000702
321,20000702
322,20000702
323,20000702
324,20000702
325,20000702
326,20000702
327,20000702
328,20000702
329,20000702
330,20000702
331,20000702
332,20000702
333,20000702
334,20000702
335,20000702
336,20000702
337,20000702
338,20000702
339,20000702
340,20000702
341,20000702
342,20000702
343,20000702
344,20000702
345,20000702
346,20000702
347,20000702
348,20000702
349,20000702
350,20000702
351,20000702
352,20000702
353,20000702
354,20000702
355,20000702
356,20000702
357,20000702
358,20000702
359,20000702
360,20000702
361,20000702
362,20000702
363,20000702
364,20000702
365,20000702
366,20000702
367,20000702
368,20000702
369,20000702
370,20000702
371,20000702
372,20000702
373,20000702
374,20000702
375,20000702
376,20000702
377,20000702
378,20000702
379,20000702
380,20000702
381,20000702
382,20000702
383,20000702
384,20000702
385,20000702
386,20000702
387,20000702
388,20000702
389,20000702
390,20000702
391,20000702
392,20000702
393,20000702
394,20000702
395,20000702
396,20000702
397,20000702
398,20000702
399,20000702
400,20000702
401,20000702
402,20000702
403,20000702
404,20000702
405,20000702
406,20000702
407,20000702
408,20000702
409,20000702
410,20000702
411,20000702
412,20000702
413,20000702
414,20000702
415,20000702
416,20000702
417,20000702
418,20000702
419,20000702
420,20000702
421,20000702
422,20000702
423,20000702
424,20000702
425,20000702
426,20000702
427,20000702
428,20000702
429,20000702
430,20000702
431,20000702
432,20000702
433,20000702
434,20000702
435,20000702
436,20000702
437,20000702
438,20000702
439,20000702
440,20000702
441,20000702
442,20000702
443,20000702
444,20000702
445,20000702
446,20000702
447,20000702
448,20000702
449,20000702
450,20000702
451,20000702
452,20000702
453,20000702
454,20000702
455,20000702
456,20000702
457,20000702
458,20000702
459,20000702
460,20000702
461,20000702
462,20000702
463,20000702
464,20000702
465,20000702
466,20000702
467,20000702
468,20000702
469,20000702
470,20000702
471,20000702
472,20000702
473,20000702
474,20000702
475,20000702
476,20000702
477,20000702
478,20000702
479,20000702
480,20000702
481,20000702
482,20000702
483,20000702
484,20000702
485,20000702
486,20000702
487,20000702
488,20000702
489,20000702
490,20000702
491,20000702
492,20000702
493,20000702
494,20000702
495,20000702
496,20000702
497,20000702
498,20000702
499,20000702
500,20000702
501,20000702
502,20000702
503,20000702
504,20000702
505,20000702
506,20000702
507,20000702
508,20000702
509,20000702
510,20000702
511,20000702
512,20000702
513,20000702
514,20000702
515,20000702
516,20000702
517,20000702
518,20000702
519,20000702
520,20000702
521,20000702
522,20000702
523,20000702
524,20000702
525,20000702
526,20000702
527,20000702
528,20000702
529,20000702
530,20000702
531,20000702
532,20000702
533,20000702
534,20000702
535,20000702
536,20000702
537,20000702
538,20000702
539,20000702
540,20000702
541,20000702
542,20000702
543,20000702
544,20000702
545,20000702
546,20000702
547,20000702
548,20000702
549,20000702
550,20000702
551,20000702
552,20000702
553,20000702
554,20000702
555,20000702
556,20000702
557,20000702
558,20000702
559,20000702
560,20000702
561,20000702
562,20000702
563,20000702
564,20000702
565,20000702
566,20000702
567,20000702
568,20000702
569,20000702
570,20000702
571,20000702
572,20000702
573,20000702
574,20000702
575,20000702
576,20000702
577,20000702
578,20000702
579,20000702
580,20000702
581,20000702
582,20000702
583,20000702
584,20000702
585,20000702
586,20000702
587,20000702
588,20000702
589,20000702
590,20000702
591,20000702
592,20000702
593,20000702
594,20000702
595,20000702
596,20000702
597,20000702
598,20000702
599,20000702
600,20000702
601,20000702
602,20000702
603,20000702
604,20000702
605,20000702
606,20000702
607,20000702
608,20000702
609,20000702
610,20000702
611,20000702
612,20000702
613,20000702
614,20000702
615,20000702
616,20000702
617,20000702
618,20000702
619,20000702
620,20000702
621,20000702
622,20000702
623,20000702
624,20000702
625,20000702
626,20000702
627,20000702
628,20000702
629,20000702
630,20000702
631,20000702
632,20000702
633,20000702
634,20000702
635,20000702
636,20000702
637,20000702
638,20000702
639,20000702
640,20000702
641,20000702
642,20000702
643,20000702
644,20000702
645,20000702
646,20000702
647,20000702
648,20000702
649,20000702
650,20000702
651,20000702
652,20000702
653,20000702
654,20000702
655,20000702
656,20000702
657,20000702
658,20000702
659,20000702
660,20000702
661,20000702
662,20000702
663,20000702
664,20000702
665,20000702
666,20000702
667,20000702
668,20000702
669,20000702
670,20000702
671,20000702
672,20000702
673,20000702
674,20000702
675,20000702
676,20000702
677,20000702
678,20000702
679,20000702
680,20000702
681,20000702
682,20000702
683,20000702
684,20000703
685,20000703
686,20000703
687,20000703
688,20000703
689,20000703
690,20000703
691,20000703
692,20000703
693,20000703
694,20000703
695,20000703
696,20000703
697,20000703
698,20000703
699,20000703
700,20000703
701,20000703
702,20000703
703,20000703
704,20000703
705,20000703
706,20000703
707,20000703
708,20000703
709,20000703
710,20000703
711,20000703
712,20000703
713,20000703
714,20000703
715,20000703
716,20000703
717,20000703
718,20000703
719,20000703
720,20000703
721,20000703
722,20000703
